dictionary,DHT,-1
child,4255,1
4255,in,1
slot,53,2
html,stats,29
stats,awstats,29
child,4257,1
4257,in,1
child,4258,1
4258,in,1
03,10,188
child,4259,1
4259,in,1
slot,57,3
child,4260,1
4260,in,1
slot,58,3
child,4261,1
4261,in,1
slot,59,1
child,4262,1
4262,in,1
slot,60,2
child,4263,1
4263,in,1
slot,61,1
child,4264,1
4264,in,1
slot,62,1
child,4265,1
4265,in,1
slot,63,2
child,4256,1
4256,in,1
slot,54,1
child,4266,1
4266,in,1
slot,64,2
child,4267,1
4267,in,1
slot,65,4
child,4268,1
4268,in,1
slot,66,1
child,4269,1
4269,in,1
slot,67,3
child,4270,1
4270,in,1
slot,68,1
child,4272,1
4272,in,1
slot,70,2
child,4271,1
4271,in,1
slot,69,2
03,11,194
11,2005,615
mod,jk2,1336
jk2,Shutting,1336
Shutting,down,1336
03,13,97
03,15,143
03,16,573
03,18,27
03,19,25
03,20,263
03,21,203
03,23,21
03,25,43
03,26,30
03,27,14
03,28,37
28,2005,569
03,29,34
29,2005,618
03,30,368
30,2005,503
03,31,36
03,32,9
03,33,30
03,34,16
03,35,41
03,36,42
37,2005,531
03,39,58
40,2005,577
03,41,26
41,2005,515
03,42,21
03,43,25
43,2005,540
03,45,54
45,2005,572
03,46,67
46,2005,579
03,47,57
47,2005,541
03,48,509
48,2005,614
03,49,69
03,50,65
03,51,33
03,52,102
03,53,60
03,54,40
03,55,18
03,56,42
03,57,24
03,58,9
03,59,39
04,00,64
04,01,32
04,02,351
11,04,342
04,30,44
30,30,14
194,207,2
207,237,2
237,21,2
21,Directory,32
11,05,38
05,05,146
05,09,82
160,74,3
74,Directory,20
05,31,14
31,47,12
194,63,2
63,235,2
235,157,1
157,Directory,20
11,06,257
06,09,104
09,36,35
160,57,2
57,Directory,26
11,07,39
07,06,46
06,50,21
211,92,1
92,56,1
56,72,1
72,Directory,17
11,11,63
11,45,15
45,09,6
client,64,1550
64,147,1
147,69,1
69,59,1
59,Invalid,1
scripts,%c0%af,3
%c0%af,%c0%af,6
%c0%af,winnt,3
11,46,14
46,25,11
207,181,1
181,126,1
126,3,1
3,Invalid,1
11,56,36
56,28,4
12,216,2
216,230,1
230,125,1
125,Invalid,1
11,12,92
12,00,27
00,08,110
202,118,7
118,167,7
167,71,7
71,Invalid,7
root,exe?,12
11,14,176
14,32,86
32,51,10
client,212,1106
212,238,20
238,198,21
198,203,20
203,script,20
bin,openwebmail,49
32,52,16
32,53,5
32,54,8
32,55,14
32,57,6
32,58,34
14,33,43
33,01,30
33,02,17
11,15,106
15,40,31
40,59,18
66,57,2
57,17,3
17,62,1
62,Directory,19
11,17,60
04,42,54
222,187,2
187,122,1
122,26,2
26,Directory,43
17,35,71
35,30,1
11,18,49
18,27,57
27,33,11
218,6,11
6,162,1
162,19,1
19,Directory,32
11,20,39
20,24,31
24,25,20
218,106,277
106,115,2
115,25,2
25,Directory,32
21,20,108
20,03,139
218,87,9
87,132,9
132,28,9
28,File,205
20,09,320
20,14,340
20,15,144
20,20,81
20,22,179
20,25,18
11,22,41
22,04,89
04,40,37
client,71,268
71,114,14
114,6,1
6,21,3
11,23,140
25,49,24
client,220,497
220,228,15
228,80,1
80,199,1
199,Invalid,1
23,26,16
26,20,28
62,174,1
174,213,2
213,12,1
12,Directory,16
23,35,27
35,39,32
61,53,7
53,165,1
165,241,2
241,Directory,40
23,37,33
37,52,35
64,60,7
60,251,1
251,53,1
53,Invalid,1
23,39,57
39,35,6
7,36,3
36,Directory,44
Sun,Jun,447
Jun,12,126
00,46,240
218,141,3
141,152,3
152,50,5
50,Directory,33
12,01,29
01,11,52
11,30,28
65,16,3
16,115,2
115,18,2
client,203,583
203,112,63
112,195,40
195,156,40
156,File,106
23,45,41
23,52,74
23,58,17
24,02,35
24,06,18
24,13,39
24,22,25
24,26,60
24,53,10
24,57,29
12,02,451
02,50,58
50,29,5
12,03,58
51,30,6
7,132,2
132,Directory,24
12,04,223
04,04,1021
notice,Graceful,37
Graceful,restart,37
restart,requested,37
requested,doing,37
doing,restart,37
04,16,128
04,29,128
04,32,69
04,33,223
child,8728,1
8728,in,1
child,8729,1
8729,in,1
child,8730,1
8730,in,1
child,8731,1
8731,in,1
child,8732,1
8732,in,1
slot,19,24
child,8734,1
8734,in,1
child,8735,1
8735,in,1
child,8733,1
8733,in,1
slot,21,18
04,26,58
26,08,9
210,91,7
91,137,7
137,35,7
35,File,53
26,15,20
26,59,36
04,39,37
39,26,63
40,08,26
04,52,37
52,39,8
222,54,2
54,8,3
8,57,1
04,56,25
56,27,11
04,58,120
58,31,9
204,118,5
118,132,5
132,67,1
67,Directory,25
12,05,274
05,35,28
35,request,1
request,failed,53
failed,URI,39
URI,too,39
too,long,39
long,longer,39
longer,than,39
than,8190,39
05,06,128
06,47,32
05,17,88
17,29,33
7,134,1
134,Directory,27
05,39,93
39,07,6
154,29,1
29,181,1
181,Directory,11
12,06,48
06,43,34
43,15,9
216,26,2
26,210,1
210,108,3
108,Directory,17
12,07,23
07,45,44
45,15,13
216,190,1
190,165,1
08,40,57
40,18,1
66,58,2
58,185,1
185,167,1
167,Directory,23
12,09,24
09,05,205
05,49,30
24,234,12
234,96,1
96,149,1
12,11,40
11,19,94
19,55,41
client,70,275
70,177,1
177,77,1
77,158,1
158,Directory,25
12,13,76
13,14,20
14,15,80
63,197,2
197,230,1
230,242,1
242,Invalid,1
scripts,%c1%9c,1
%c1%9c,winnt,1
13,27,11
27,51,8
106,116,2
116,66,1
66,Directory,43
13,55,21
55,56,10
24,163,13
163,159,13
159,161,14
161,File,229
55,57,21
55,58,15
55,59,16
12,15,49
15,27,25
client,69,643
69,216,5
216,18,1
18,133,1
133,Directory,106
12,16,58
16,25,46
25,46,11
218,208,2
208,207,1
207,65,1
65,Directory,52
17,32,13
client,38,7
38,138,2
138,93,2
93,66,2
12,18,21
18,26,36
26,27,12
60,170,3
170,0,3
0,82,3
82,Directory,38
18,59,16
59,47,11
64,218,2
218,24,19
24,130,16
130,Directory,65
12,19,26
19,08,24
08,54,26
12,22,125
22,21,605
client,68,474
68,251,16
251,32,13
32,120,13
21,22,54
21,23,123
Mon,Jun,305
Jun,13,122
13,00,174
00,45,45
45,01,20
61,146,21
146,166,1
166,139,1
139,Directory,22
13,01,36
01,16,77
16,37,25
01,58,19
58,29,4
64,136,1
136,Directory,27
13,02,54
02,12,57
12,54,16
218,102,6
102,75,41
75,155,1
155,Directory,11
13,04,143
18,48,17
child,15950,1
15950,in,1
218,18,13
18,40,33
40,53,48
53,Directory,24
18,50,27
18,51,26
child,15951,1
15951,in,1
18,52,27
18,53,19
04,38,48
38,00,15
child,15976,1
15976,in,1
38,01,8
218,82,13
82,188,14
188,130,13
38,02,9
child,15977,1
15977,in,1
38,04,16
38,05,6
38,06,9
38,09,6
38,22,6
38,42,20
42,46,9
64,137,1
137,Directory,18
13,05,16
05,40,164
40,10,19
219,148,11
148,206,3
206,251,1
251,Directory,23
13,06,109
06,21,46
21,39,45
219,133,100
133,246,15
246,207,15
207,Directory,33
21,49,39
21,50,83
child,16125,1
16125,in,1
21,51,24
child,16126,1
16126,in,1
21,53,61
21,54,19
child,16127,1
16127,in,1
21,55,42
21,56,39
06,22,57
22,00,103
22,03,75
13,07,50
07,09,22
client,205,14
205,184,1
184,70,1
70,141,1
141,Directory,34
07,54,13
54,39,33
218,65,7
65,204,3
204,13,1
13,Directory,35
13,08,31
08,06,24
06,19,42
7,152,2
152,Directory,19
13,11,184
56,38,10
160,112,1
112,Directory,19
13,12,47
216,152,2
152,230,1
230,130,1
14,02,49
02,47,11
65,5,2
5,128,2
128,20,3
20,Directory,28
14,16,32
16,34,20
24,151,4
151,176,1
176,123,1
123,Directory,18
14,20,116
20,58,132
client,172,48
172,156,1
156,53,1
53,140,1
140,Directory,26
13,16,43
16,06,29
client,84,474
84,92,5
92,64,5
64,33,6
33,Directory,21
13,18,37
18,38,40
38,25,37
client,195,41
195,23,22
23,79,22
79,241,22
child,17283,2
17283,in,2
38,28,7
38,34,14
13,22,50
22,43,47
43,05,27
218,68,13
68,233,12
233,47,12
47,Directory,23
43,09,6
43,10,17
43,19,17
43,20,12
43,22,7
43,23,9
43,24,7
43,36,3
13,23,29
21,44,124
202,185,3
185,32,14
32,194,1
194,Directory,38
22,09,58
61,109,16
109,45,13
45,7,13
7,File,29
22,10,86
22,11,107
22,12,64
22,13,50
22,14,48
22,17,88
22,18,215
Tue,Jun,257
Jun,14,72
14,00,186
00,24,42
24,20,243
14,01,21
01,06,32
06,03,133
63,251,1
251,223,1
223,102,1
102,Directory,16
02,13,52
13,45,50
213,94,1
94,248,1
248,32,1
32,Directory,14
14,03,10
56,26,11
7,21,1
14,04,258
04,08,188
08,29,7
160,195,1
195,Directory,15
33,37,10
client,85,427
85,226,13
226,115,13
115,57,13
57,File,28
33,38,29
33,39,12
33,40,33
33,41,23
33,42,20
04,34,152
34,43,20
7,84,1
84,Directory,17
14,06,44
06,55,54
55,39,7
61,151,15
151,251,2
251,79,2
79,Directory,17
14,07,53
07,34,26
34,31,6
client,157,15
157,130,4
130,97,1
97,158,1
14,09,153
18,22,62
222,139,2
139,128,1
128,252,1
252,Directory,27
14,11,45
32,02,6
61,72,2
72,66,1
66,8,1
8,Invalid,1
%5c,winnt,2
11,33,20
33,44,32
14,12,541
66,215,14
215,199,2
199,91,2
91,Directory,20
11,47,33
70,186,2
186,18,2
18,108,2
14,13,41
13,17,48
17,00,214
60,191,19
191,134,19
134,226,19
226,Directory,58
17,01,658
17,02,85
17,03,26
17,05,57
17,06,41
17,07,299
15,57,46
81,214,23
214,165,23
165,213,23
213,File,244
57,01,14
57,02,38
57,03,7
16,26,43
26,45,21
63,194,1
194,69,2
69,35,1
35,Directory,20
16,32,25
32,48,2
24,179,5
179,9,1
9,65,2
14,17,206
17,26,69
26,25,14
160,174,1
174,Directory,18
53,59,12
66,17,4
17,15,65
15,139,1
Wed,Jun,132
Jun,15,42
15,00,25
00,35,53
35,38,35
15,01,37
01,25,24
25,41,23
218,4,2
4,158,1
158,253,1
02,03,61
24,77,4
77,0,1
0,51,1
51,Directory,22
06,38,16
38,38,21
160,118,1
118,Directory,19
47,30,14
220,176,17
176,26,1
26,19,23
15,07,40
07,17,31
17,11,32
114,128,1
128,132,1
07,29,28
29,53,3
220,142,1
142,56,1
56,133,1
07,36,54
36,06,15
61,153,8
153,220,3
220,158,2
15,08,65
08,30,9
30,03,27
219,149,3
149,52,15
52,98,1
98,Directory,42
08,39,40
39,00,25
133,247,39
247,159,18
159,Directory,24
39,01,29
39,02,12
39,03,15
39,05,7
39,06,9
08,46,83
46,37,19
146,41,19
41,126,19
126,Directory,34
08,53,78
53,53,10
211,211,5
211,14,3
14,224,2
224,File,1
224,request,1
15,13,51
02,28,23
218,59,8
59,238,6
238,180,6
13,58,10
58,40,10
220,248,9
248,27,2
27,194,2
15,14,85
14,14,20
client,150,2
150,161,2
161,187,2
187,25,2
25,File,66
25,request,1
15,15,47
15,51,38
51,23,13
65,69,21
69,86,14
86,207,1
207,File,1
15,17,38
01,30,66
204,49,3
49,32,13
32,16,19
16,Directory,30
26,51,18
202,57,2
57,142,1
142,162,1
162,File,14
15,18,71
18,21,50
21,31,20
24,0,5
0,190,2
190,246,2
246,Directory,19
15,19,35
19,36,53
36,14,20
221,164,1
164,183,1
183,183,2
183,Directory,15
15,21,67
21,35,31
35,19,26
24,248,4
248,72,1
72,254,1
49,36,3
201,135,1
135,79,2
79,58,1
58,Directory,27
15,23,112
106,89,6
89,67,6
Jun,16,72
16,00,253
00,18,36
18,19,89
16,01,764
06,31,10
132,65,4
16,02,202
02,24,12
24,37,3
211,178,3
178,69,1
69,81,1
81,Directory,24
16,04,116
04,59,311
59,12,15
61,49,23
49,119,23
119,166,23
166,Directory,49
59,13,6
59,14,10
59,15,4
59,16,8
59,17,11
59,18,5
59,23,19
16,05,69
05,00,168
00,33,45
05,24,13
12,40,23
40,63,1
63,20,4
05,37,214
37,08,9
176,190,13
190,155,13
155,File,189
37,10,1
37,15,50
37,17,75
37,19,65
37,23,49
37,25,54
37,27,80
37,29,76
37,32,81
37,34,99
37,41,20
37,46,28
05,41,118
41,04,24
222,209,2
209,67,2
67,62,2
06,41,62
41,46,18
218,88,4
88,64,1
64,55,1
55,Directory,11
16,07,53
07,18,33
18,34,144
7,226,2
07,44,15
44,00,7
client,162,7
162,119,4
119,64,6
64,111,3
111,Directory,21
16,08,14
54,04,16
160,139,2
16,09,32
09,08,98
08,00,23
172,202,2
202,244,1
244,37,1
37,Directory,19
09,25,25
25,22,50
64,4,2
4,120,1
120,218,1
218,Directory,27
09,38,53
38,57,4
71,107,5
107,80,2
80,123,1
16,10,58
10,27,47
27,48,8
62,0,6
0,47,6
47,70,1
70,Directory,26
10,31,15
31,48,31
63,168,7
168,147,2
147,250,2
250,request,2
16,13,25
13,30,39
30,57,20
172,215,2
215,122,1
122,14,1
14,Directory,29
16,15,83
15,30,17
30,00,167
222,4,1
4,35,1
35,172,1
172,Directory,19
15,45,34
45,17,14
71,108,3
108,20,2
20,49,206
49,Directory,16
16,17,536
07,07,29
71,100,10
100,182,1
182,148,1
148,Directory,19
16,18,68
18,09,95
09,42,17
203,186,187
186,238,187
238,210,2
210,Directory,20
18,42,12
42,26,17
185,194,2
194,252,2
16,19,26
19,57,38
57,31,9
222,78,6
78,108,1
108,111,1
16,20,55
20,32,16
32,13,4
60,34,1
34,182,1
182,250,1
250,Directory,51
16,22,69
22,49,15
49,18,11
218,169,28
169,115,13
115,156,13
49,19,17
49,20,27
49,21,37
49,22,13
49,23,9
49,24,6
49,26,4
Jun,17,227
23,00,91
218,0,17
0,31,1
31,108,1
23,47,38
228,50,13
50,66,13
220,229,13
229,129,10
129,80,11
80,Directory,27
child,27398,2
27398,in,2
slot,10,209
02,00,61
00,03,37
62,6,1
6,139,1
139,11,1
02,05,50
05,53,41
client,209,490
209,139,24
139,192,1
192,145,1
145,Directory,18
02,30,31
30,13,108
61,149,34
149,245,16
245,165,16
165,Directory,25
30,15,15
30,16,23
30,17,14
30,18,23
30,19,23
30,20,23
30,22,41
30,24,23
30,25,11
30,28,14
02,57,60
57,15,9
61,88,2
88,122,2
122,10,2
10,File,115
04,05,295
203,197,2
197,81,1
81,72,4
child,27986,1
27986,in,1
child,27987,1
27987,in,1
child,27988,1
27988,in,1
child,27989,1
27989,in,1
child,27990,1
27990,in,1
child,workerEnv,4349
workerEnv,in,4349
in,error,4349
error,state,4349
state,1,43
child,27991,1
27991,in,1
child,27992,1
27992,in,1
child,27993,1
27993,in,1
04,28,208
28,45,6
24,164,1
164,222,1
222,47,1
29,44,12
172,170,1
170,18,1
18,223,1
223,Directory,14
04,54,36
54,31,21
194,106,13
106,165,211
165,14,13
14,File,16
54,34,35
54,38,20
54,42,26
54,46,30
54,50,6
54,54,4
54,57,16
54,59,4
04,55,24
55,07,8
55,11,12
55,22,4
55,25,3
07,42,20
42,59,6
client,206,150
206,186,5
186,105,5
105,50,7
11,48,29
48,34,32
211,136,3
136,166,2
166,33,2
17,13,36
13,21,28
21,38,29
71,101,8
101,111,1
111,224,1
224,Directory,14
13,35,25
35,56,40
68,209,1
209,255,1
255,26,1
26,File,116
scripts,nsiislog,41
nsiislog,dll,41
58,28,8
64,190,4
190,Directory,86
17,14,247
14,34,41
34,01,8
74,178,1
178,21,145
14,38,17
38,50,3
222,134,27
134,173,1
173,134,1
14,46,38
46,16,17
client,200,1130
200,193,1
193,53,2
53,205,2
205,Directory,20
14,49,41
49,53,47
65,64,1
64,102,1
102,76,1
76,Directory,13
14,50,32
50,05,4
client,196,37
196,201,23
201,74,1
74,24,1
24,Directory,19
14,56,27
56,02,10
69,198,6
198,6,1
6,137,1
14,57,7
57,39,11
218,85,42
85,181,2
181,38,2
38,Directory,39
15,05,11
65,235,2
235,56,2
56,request,1
failed,error,14
error,reading,14
reading,the,14
the,headers,14
15,09,32
60,45,1
45,92,1
92,12,1
09,43,32
222,245,5
245,96,1
96,94,1
94,Directory,39
15,10,366
10,52,132
211,251,1
251,38,1
38,253,1
69,58,1
58,23,5
23,Directory,21
18,18,98
18,23,74
221,200,1
200,248,1
248,88,1
88,Directory,46
21,16,64
61,234,22
234,149,17
149,170,3
170,Directory,22
66,25,1
25,103,1
103,117,1
117,Directory,15
30,55,12
211,98,29
98,106,10
106,170,1
15,32,10
32,18,52
220,112,1
112,97,1
97,44,1
44,Directory,15
15,38,13
38,31,24
248,128,3
128,200,4
200,Directory,20
40,22,3
63,85,2
85,175,2
175,4,2
15,42,90
42,03,2
68,48,1
48,173,1
173,173,1
173,Directory,19
15,48,44
48,59,4
69,158,3
158,10,1
10,140,1
17,16,88
16,03,312
218,13,6
23,56,14
56,Directory,33
218,104,202
104,9,1
9,2,1
06,49,26
221,1,9
1,247,1
247,15,1
16,11,44
216,37,4
37,120,2
120,50,2
16,12,315
61,80,2
80,142,1
142,81,1
client,80,1191
80,139,3
139,84,2
84,167,1
16,14,37
14,59,25
61,230,193
230,136,1
136,111,1
203,100,3
100,175,1
175,182,1
182,Directory,25
20,46,117
66,238,3
238,240,3
240,69,1
69,Directory,19
16,21,62
21,59,9
69,193,2
193,52,3
52,124,1
16,24,32
24,56,18
65,118,1
118,121,1
121,197,1
197,Directory,10
25,04,214
24,8,4
8,210,2
210,20,1
16,27,57
27,01,51
220,125,1
125,209,1
209,168,1
168,Directory,16
27,44,4
222,50,10
50,101,3
101,141,1
16,28,29
28,19,221
64,247,3
247,236,1
