dictionary,DHT,triple,-1
22,Directory,index,24
Directory,index,forbidden,6745
index,forbidden,by,6745
forbidden,by,rule,6745
by,rule,var,6745
rule,var,www,6745
var,www,html,27607
Jun,09,12,3
09,12,08,2
12,08,57,2
08,57,2005,4
57,2005,error,304
error,client,207,97
client,207,203,15
207,203,80,15
203,80,15,15
80,15,Directory,15
15,Directory,index,37
09,12,17,1
12,17,49,1
17,49,2005,19
49,2005,error,314
error,client,216,720
client,216,68,2
216,68,171,1
68,171,39,1
171,39,Directory,1
39,Directory,index,65
09,12,48,1
12,48,10,1
48,10,2005,3
10,2005,error,304
error,client,24,811
client,24,158,46
24,158,204,1
158,204,7,1
204,7,Directory,1
7,Directory,index,28
Jun,09,13,1
09,13,59,2
13,59,36,1
59,36,2005,6
36,2005,error,307
client,216,85,2
216,85,154,2
85,154,124,2
154,124,Directory,2
124,Directory,index,31
Jun,09,14,2
09,14,22,1
14,22,15,1
22,15,2005,9
15,2005,error,358
error,client,219,861
client,219,136,5
219,136,165,1
136,165,149,1
165,149,Directory,1
149,Directory,index,19
09,14,40,1
14,40,51,1
40,51,2005,14
51,2005,error,288
error,client,218,2370
client,218,114,4
218,114,142,3
114,142,11,1
142,11,Directory,1
11,Directory,index,24
Jun,09,15,1
09,15,06,1
15,06,08,1
06,08,2005,5
08,2005,error,529
error,client,211,835
client,211,74,2
211,74,182,1
74,182,199,1
182,199,Directory,1
199,Directory,index,75
Jun,09,16,1
09,16,31,1
16,31,58,1
31,58,2005,8
58,2005,error,264
client,218,61,3
218,61,75,1
61,75,217,1
75,217,Directory,1
217,Directory,index,16
Jun,09,17,1
09,17,04,8
17,04,03,60
04,03,2005,12
03,2005,error,261
error,client,12,134
client,12,32,3
12,32,56,3
32,56,253,3
56,253,Directory,3
253,Directory,index,35
Jun,09,18,2
09,18,55,1
18,55,10,1
55,10,2005,1
client,24,159,2
24,159,188,1
159,188,244,1
188,244,Directory,1
244,Directory,index,33
09,18,56,1
18,56,23,1
56,23,2005,13
23,2005,error,364
error,client,222,397
client,222,76,24
222,76,16,1
76,16,61,1
16,61,Directory,1
61,Directory,index,32
Jun,09,19,32
09,19,23,31
19,23,31,16
23,31,2005,17
31,2005,error,304
error,client,81,1413
client,81,199,23
81,199,21,23
199,21,119,23
21,119,File,23
119,File,does,38
File,does,not,20861
does,not,exist,20861
not,exist,var,20861
exist,var,www,20861
www,html,sumthin,862
19,23,32,15
23,32,2005,19
32,2005,notice,216
Found,child,4056,2
child,4056,in,3
4056,in,scoreboard,3
scoreboard,slot,8,807
32,2005,error,318
2005,error,jk2,607
error,jk2,init,971
jk2,init,Can,971
init,Can,t,971
Can,t,find,971
t,find,child,971
find,child,4057,3
child,4057,in,3
4057,in,scoreboard,3
init,1,2,971
find,child,4058,1
child,4058,in,3
4058,in,scoreboard,3
09,19,52,1
19,52,05,1
52,05,2005,5
client,219,150,14
219,150,171,2
150,171,68,2
171,68,Directory,2
68,Directory,index,27
Jun,09,20,2
09,20,05,1
20,05,25,2
05,25,2005,8
25,2005,error,350
error,client,60,181
client,60,180,4
60,180,218,1
180,218,105,1
218,105,Directory,1
105,Directory,index,17
09,20,30,8
20,30,02,1
30,02,2005,15
02,2005,error,323
client,12,223,3
12,223,73,1
223,73,171,1
73,171,Directory,1
171,Directory,index,39
Jun,09,23,1
09,23,48,1
23,48,54,1
48,54,2005,6
54,2005,error,262
error,client,143,14
client,143,127,6
143,127,131,2
127,131,4,2
131,4,Directory,2
4,Directory,index,38
Fri,Jun,10,107
Jun,10,00,2
10,00,36,1
00,36,44,1
36,44,2005,9
44,2005,error,306
error,client,65,589
client,65,106,21
65,106,172,12
106,172,142,12
172,142,Directory,12
142,Directory,index,34
10,00,57,1
00,57,00,1
57,00,2005,8
00,2005,error,289
client,222,166,80
222,166,160,79
166,160,169,2
160,169,Directory,2
169,Directory,index,18
Jun,10,01,3
10,01,23,2
01,23,50,2
23,50,2005,6
50,2005,error,302
error,client,63,388
client,63,203,2
63,203,254,2
203,254,140,2
254,140,Invalid,2
140,Invalid,method,2
Invalid,method,in,26
method,in,request,26
in,request,get,26
request,get,scripts,26
get,scripts,%252e,4
scripts,%252e,%252e,4
%252e,%252e,winnt,4
%252e,winnt,system32,4
winnt,system32,cmd,14
system32,cmd,exe?,14
cmd,exe?,c+dir,14
10,01,24,3
01,24,12,7
24,12,2005,1
12,2005,error,586
error,client,213,1174
client,213,61,1
213,61,135,1
61,135,6,1
135,6,Invalid,1
6,Invalid,method,1
01,24,32,1
24,32,2005,5
error,client,201,514
client,201,252,1
201,252,246,1
252,246,11,1
246,11,Invalid,1
11,Invalid,method,1
Jun,10,02,2
10,02,42,1
02,42,34,1
42,34,2005,15
34,2005,error,312
error,client,221,481
client,221,211,1
221,211,123,1
211,123,40,1
123,40,Directory,2
40,Directory,index,36
10,02,45,2
02,45,13,1
45,13,2005,5
13,2005,error,385
client,218,16,10
218,16,110,2
16,110,143,1
110,143,Directory,1
143,Directory,index,19
Jun,10,03,25
10,03,04,1
03,04,53,2
04,53,2005,5
53,2005,error,407
error,client,61,1996
client,61,187,1
61,187,179,1
187,179,247,1
179,247,Directory,1
247,Directory,index,13
10,03,37,24
03,37,39,21
37,39,2005,22
39,2005,error,315
error,client,194,249
client,194,116,23
194,116,250,23
116,250,2,23
250,2,File,23
2,File,does,268
03,37,42,3
37,42,2005,7
42,2005,error,257
10,03,40,1
03,40,25,1
40,25,2005,2
client,211,97,4
211,97,68,1
97,68,142,1
68,142,Directory,1
Jun,10,04,2
10,04,15,1
04,15,02,2
15,02,2005,5
error,client,62,408
client,62,221,2
62,221,237,2
221,237,83,2
237,83,Invalid,2
83,Invalid,method,2
get,scripts,%35c,1
scripts,%35c,winnt,1
%35c,winnt,system32,1
10,04,18,1
04,18,49,8
18,49,2005,12
client,61,4,9
61,4,64,9
4,64,180,1
64,180,Directory,1
180,Directory,index,23
Jun,10,10,1
10,10,45,2
10,45,05,1
45,05,2005,2
client,219,154,20
219,154,34,4
154,34,244,1
34,244,Directory,1
Jun,10,11,38
10,11,01,1
11,01,52,1
01,52,2005,6
52,2005,error,342
error,client,66,1290
client,66,201,1
66,201,171,1
201,171,199,1
171,199,File,1
199,File,does,290
www,html,scripts,692
html,scripts,%5c%5c,115
10,11,32,35
11,32,25,1
32,25,2005,19
25,2005,notice,168
11,32,26,6
32,26,2005,27
26,2005,notice,214
11,32,27,8
32,27,2005,16
27,2005,error,318
11,32,35,3
32,35,2005,7
35,2005,notice,200
11,32,39,19
32,39,2005,28
39,2005,notice,251
Found,child,2338,2
child,2338,in,2
2338,in,scoreboard,2
Found,child,2339,1
child,2339,in,2
2339,in,scoreboard,2
Found,child,2342,1
child,2342,in,2
2342,in,scoreboard,2
Found,child,2343,2
child,2343,in,2
2343,in,scoreboard,2
Found,child,2340,1
child,2340,in,2
2340,in,scoreboard,2
Found,child,2341,1
child,2341,in,2
2341,in,scoreboard,2
10,11,40,3
11,40,14,1
40,14,2005,1
14,2005,error,301
client,213,205,1
213,205,73,1
205,73,192,1
73,192,Invalid,1
192,Invalid,method,1
get,scripts,%e0%80%af,3
scripts,%e0%80%af,%e0%80%af,3
%e0%80%af,%e0%80%af,%e0%80%af,3
%e0%80%af,%e0%80%af,winnt,3
%e0%80%af,winnt,system32,3
10,11,59,1
11,59,44,1
59,44,2005,2
4,64,179,1
64,179,Directory,1
179,Directory,index,14
Jun,10,14,2
10,14,21,1
14,21,15,1
21,15,2005,16
client,61,10,100
61,10,7,100
10,7,8,1
7,8,Directory,1
8,Directory,index,20
10,14,35,1
14,35,01,1
35,01,2005,4
01,2005,error,345
client,24,2,2
24,2,25,1
2,25,240,1
25,240,Directory,1
240,Directory,index,20
Jun,10,15,1
10,15,56,1
15,56,08,1
56,08,2005,11
client,219,130,9
219,130,98,1
130,98,254,1
98,254,Directory,1
254,Directory,index,35
Jun,10,20,13
10,20,23,13
20,23,18,2
23,18,2005,8
18,2005,error,342
error,client,210,1274
client,210,22,15
210,22,201,13
22,201,118,2
201,118,File,2
118,File,does,200
html,scripts,root,108
scripts,root,exe,108
22,201,119,2
201,119,File,2
www,html,MSADC,80
20,23,19,2
23,19,2005,5
19,2005,error,348
22,201,120,2
201,120,File,2
120,File,does,80
www,html,c,79
22,201,117,2
201,117,File,2
117,File,does,2
www,html,d,77
20,23,20,4
23,20,2005,15
22,201,124,1
201,124,File,1
124,File,does,5
html,scripts,%5c,145
www,html,vti,137
html,vti,bin,137
20,23,21,18
23,21,2005,4
22,201,121,2
201,121,File,2
121,File,does,3
www,html,mem,74
html,mem,bin,74
22,201,125,1
201,125,File,23
125,File,does,176
www,html,msadc,96
20,23,22,2
23,22,2005,3
22,2005,error,345
html,scripts,\xc1\x1c,73
22,201,122,1
201,122,File,1
122,File,does,102
html,scripts,\xc0\xaf,71
20,23,23,1
23,23,2005,4
html,scripts,\xc1\x9c,70
20,23,24,1
23,24,2005,10
24,2005,error,310
20,23,25,3
23,25,2005,5
html,scripts,%2f,69
Jun,10,21,14
10,21,02,4
21,02,54,16
02,54,2005,9
client,61,142,22
61,142,136,13
142,136,20,13
136,20,File,13
20,File,does,250
21,02,56,10
02,56,2005,7
56,2005,error,273
21,02,59,3
02,59,2005,1
59,2005,error,303
10,21,03,10
21,03,01,11
03,01,2005,9
21,03,04,6
03,04,2005,11
04,2005,error,285
21,03,06,17
03,06,2005,22
06,2005,error,296
21,03,12,2
03,12,2005,26
21,03,14,20
03,14,2005,3
21,03,17,4
03,17,2005,6
17,2005,error,279
21,03,22,17
03,22,2005,4
21,03,24,1
03,24,2005,6
21,03,38,66
03,38,2005,3
38,2005,error,337
21,03,44,6
03,44,2005,3
10,21,21,1
21,21,32,1
21,32,2005,16
client,61,154,3
61,154,135,2
154,135,10,2
135,10,Directory,2
10,Directory,index,37
Jun,10,22,1
10,22,41,1
22,41,39,1
41,39,2005,6
client,12,168,11
12,168,121,11
168,121,2,11
121,2,Directory,11
2,Directory,index,136
Jun,10,23,3
10,23,36,2
23,36,53,1
36,53,2005,6
client,219,127,3
219,127,107,3
127,107,18,3
107,18,Directory,3
18,Directory,index,59
10,23,42,1
23,42,39,7
42,39,2005,12
client,219,43,5
219,43,32,2
43,32,119,1
32,119,Directory,1
119,Directory,index,44
10,23,46,2
23,46,20,1
46,20,2005,11
166,160,83,2
160,83,Directory,2
83,Directory,index,11
Sat,Jun,11,447
Jun,11,01,1
11,01,35,2
01,35,55,4
35,55,2005,9
55,2005,error,269
error,client,202,715
client,202,188,1
202,188,127,1
188,127,61,1
127,61,Directory,1
Jun,11,02,1
11,02,46,1
02,46,33,1
46,33,2005,12
33,2005,error,304
error,client,58,41
client,58,83,2
58,83,8,1
83,8,110,1
8,110,Directory,1
110,Directory,index,27
Jun,11,03,396
11,03,03,393
03,03,03,4
03,03,2005,3
client,202,133,185
202,133,98,184
133,98,6,184
98,6,script,69
6,script,not,135
script,not,found,7779
not,found,or,7779
found,or,unable,7779
or,unable,to,7779
unable,to,stat,7779
to,stat,var,3301
stat,var,www,3301
var,www,cgi,3393
www,cgi,bin,3393
cgi,bin,awstats,2981
03,03,04,9
bin,awstats,pl,1510
find,child,4210,1
child,4210,in,1
4210,in,scoreboard,1
03,03,05,11
03,05,2005,18
find,child,4211,1
child,4211,in,1
4211,in,scoreboard,1
find,child,4212,1
child,4212,in,1
4212,in,scoreboard,1
98,6,File,115
6,File,does,816
www,html,cgi,140
03,03,06,21
find,child,4213,1
child,4213,in,1
4213,in,scoreboard,1
06,2005,notice,231
Found,child,4214,1
child,4214,in,1
4214,in,scoreboard,1
scoreboard,slot,12,47
find,child,4215,1
child,4215,in,1
4215,in,scoreboard,1
find,child,4216,1
child,4216,in,1
4216,in,scoreboard,1
www,html,awstats,1733
html,awstats,awstats,1567
awstats,awstats,pl,1544
03,03,07,36
03,07,2005,37
07,2005,error,335
find,child,4217,1
child,4217,in,1
4217,in,scoreboard,1
07,2005,notice,203
find,child,4218,1
child,4218,in,1
4218,in,scoreboard,1
Found,child,4219,1
child,4219,in,1
4219,in,scoreboard,1
scoreboard,slot,17,24
find,child,4220,1
child,4220,in,1
4220,in,scoreboard,1
find,child,4221,1
child,4221,in,1
4221,in,scoreboard,1
find,child,4222,1
child,4222,in,1
4222,in,scoreboard,1
find,child,4223,1
child,4223,in,1
4223,in,scoreboard,1
Found,child,4224,1
child,4224,in,1
4224,in,scoreboard,1
scoreboard,slot,22,12
03,03,08,73
03,08,2005,72
cgi,bin,stats,54
find,child,4225,1
child,4225,in,1
4225,in,scoreboard,1
08,2005,notice,187
find,child,4226,1
child,4226,in,1
4226,in,scoreboard,1
find,child,4227,1
child,4227,in,1
4227,in,scoreboard,1
find,child,4228,1
child,4228,in,1
4228,in,scoreboard,1
Found,child,4229,1
child,4229,in,1
4229,in,scoreboard,1
scoreboard,slot,27,10
find,child,4231,1
child,4231,in,1
4231,in,scoreboard,1
find,child,4232,1
child,4232,in,1
4232,in,scoreboard,1
find,child,4233,1
child,4233,in,2
4233,in,scoreboard,2
find,child,4234,1
child,4234,in,1
4234,in,scoreboard,1
Found,child,4230,1
child,4230,in,1
4230,in,scoreboard,1
scoreboard,slot,28,7
Found,child,4235,1
child,4235,in,1
4235,in,scoreboard,1
scoreboard,slot,33,5
find,child,4236,1
child,4236,in,1
4236,in,scoreboard,1
find,child,4237,1
child,4237,in,1
4237,in,scoreboard,1
find,child,4238,1
child,4238,in,1
4238,in,scoreboard,1
Found,child,4240,1
child,4240,in,1
4240,in,scoreboard,1
scoreboard,slot,38,3
Found,child,4239,1
child,4239,in,1
4239,in,scoreboard,1
scoreboard,slot,37,3
03,03,09,76
03,09,2005,78
09,2005,error,354
find,child,4241,1
child,4241,in,1
4241,in,scoreboard,1
09,2005,notice,192
find,child,4242,1
child,4242,in,1
4242,in,scoreboard,1
find,child,4243,1
child,4243,in,1
4243,in,scoreboard,1
find,child,4244,1
child,4244,in,2
4244,in,scoreboard,2
Found,child,4245,1
child,4245,in,1
4245,in,scoreboard,1
scoreboard,slot,43,3
find,child,4247,1
child,4247,in,1
4247,in,scoreboard,1
find,child,4248,1
child,4248,in,1
4248,in,scoreboard,1
find,child,4249,1
child,4249,in,1
4249,in,scoreboard,1
Found,child,4246,1
child,4246,in,1
4246,in,scoreboard,1
scoreboard,slot,44,3
Found,child,4250,1
child,4250,in,1
4250,in,scoreboard,1
scoreboard,slot,48,4
find,child,4251,1
child,4251,in,1
4251,in,scoreboard,1
find,child,4252,1
child,4252,in,1
4252,in,scoreboard,1
find,child,4253,1
child,4253,in,1
4253,in,scoreboard,1
Found,child,4254,2
child,4254,in,2
4254,in,scoreboard,2
scoreboard,slot,52,1
Found,child,4255,1
child,4255,in,1
4255,in,scoreboard,1
scoreboard,slot,53,2
www,html,stats,29
html,stats,awstats,29
stats,awstats,pl,29
find,child,4257,1
child,4257,in,1
4257,in,scoreboard,1
find,child,4258,1
child,4258,in,1
4258,in,scoreboard,1
03,03,10,68
03,10,2005,69
10,2005,notice,206
Found,child,4259,1
child,4259,in,1
4259,in,scoreboard,1
scoreboard,slot,57,3
Found,child,4260,1
child,4260,in,1
4260,in,scoreboard,1
scoreboard,slot,58,3
Found,child,4261,1
child,4261,in,1
4261,in,scoreboard,1
scoreboard,slot,59,1
Found,child,4262,1
child,4262,in,1
4262,in,scoreboard,1
scoreboard,slot,60,2
Found,child,4263,1
child,4263,in,1
4263,in,scoreboard,1
scoreboard,slot,61,1
Found,child,4264,1
child,4264,in,1
4264,in,scoreboard,1
scoreboard,slot,62,1
Found,child,4265,1
child,4265,in,1
4265,in,scoreboard,1
scoreboard,slot,63,2
Found,child,4256,1
child,4256,in,1
4256,in,scoreboard,1
scoreboard,slot,54,1
Found,child,4266,1
child,4266,in,1
4266,in,scoreboard,1
scoreboard,slot,64,2
Found,child,4267,1
child,4267,in,1
4267,in,scoreboard,1
scoreboard,slot,65,4
Found,child,4268,1
child,4268,in,1
4268,in,scoreboard,1
scoreboard,slot,66,1
Found,child,4269,1
child,4269,in,1
4269,in,scoreboard,1
scoreboard,slot,67,3
Found,child,4270,1
child,4270,in,1
4270,in,scoreboard,1
scoreboard,slot,68,1
Found,child,4272,1
child,4272,in,1
4272,in,scoreboard,1
scoreboard,slot,70,2
Found,child,4271,1
child,4271,in,1
4271,in,scoreboard,1
scoreboard,slot,69,2
html,awstats,pl,52
03,03,11,30
03,11,2005,33
11,2005,error,358
03,03,12,22
12,2005,notice,169
notice,mod,jk2,1336
mod,jk2,Shutting,1336
jk2,Shutting,down,1336
03,03,13,3
03,13,2005,12
13,2005,notice,193
03,03,14,2
14,2005,notice,209
03,03,15,4
03,15,2005,8
15,2005,notice,219
03,03,16,1
03,16,2005,5
03,03,17,1
17,2005,notice,146
03,03,18,5
03,18,2005,5
18,2005,notice,180
03,03,19,1
03,19,2005,3
03,03,20,2
03,20,2005,1
03,03,21,1
03,21,2005,2
21,2005,notice,166
03,03,22,1
22,2005,notice,159
03,03,23,1
03,23,2005,4
23,2005,notice,187
03,03,24,1
24,2005,notice,151
03,03,25,1
03,25,2005,2
03,03,26,1
03,26,2005,6
03,03,27,1
03,27,2005,4
27,2005,notice,171
03,03,28,1
03,28,2005,10
28,2005,notice,203
03,03,29,1
03,29,2005,1
29,2005,notice,198
03,03,30,1
03,30,2005,1
30,2005,notice,177
03,03,31,1
03,31,2005,3
31,2005,notice,166
03,03,32,1
03,32,2005,1
03,03,33,1
03,33,2005,9
33,2005,notice,190
03,03,34,1
03,34,2005,5
34,2005,notice,212
03,03,35,1
03,35,2005,23
03,03,36,1
03,36,2005,6
36,2005,notice,171
03,03,37,1
03,37,2005,5
37,2005,notice,204
03,03,38,1
38,2005,notice,225
03,03,39,1
03,39,2005,3
03,03,40,1
03,40,2005,12
40,2005,notice,242
03,03,41,1
03,41,2005,5
41,2005,notice,214
03,03,42,2
03,42,2005,14
42,2005,notice,198
03,03,43,1
03,43,2005,14
43,2005,notice,233
03,03,44,2
44,2005,notice,206
03,03,45,1
03,45,2005,30
45,2005,notice,267
03,03,46,1
03,46,2005,52
46,2005,notice,224
03,03,47,1
03,47,2005,15
47,2005,notice,200
03,03,48,1
03,48,2005,28
48,2005,notice,263
03,03,49,1
03,49,2005,32
49,2005,notice,218
03,03,50,2
03,50,2005,30
50,2005,notice,196
03,03,51,1
03,51,2005,5
51,2005,notice,220
03,03,52,1
03,52,2005,33
52,2005,notice,248
03,03,53,1
03,53,2005,45
53,2005,notice,242
03,03,54,1
03,54,2005,23
54,2005,notice,269
03,03,55,1
03,55,2005,5
55,2005,notice,222
03,03,56,1
03,56,2005,18
56,2005,notice,243
03,03,57,2
03,57,2005,20
57,2005,notice,244
03,03,58,1
03,58,2005,6
58,2005,notice,189
03,03,59,2
03,59,2005,37
59,2005,notice,177
11,03,04,3
03,04,00,1
04,00,2005,32
00,2005,notice,226
03,04,01,1
04,01,2005,9
01,2005,notice,192
03,04,02,1
04,02,2005,7
02,2005,notice,208
Jun,11,04,1
11,04,30,2
04,30,30,1
30,30,2005,13
30,2005,error,326
client,194,207,2
194,207,237,2
207,237,21,2
237,21,Directory,2
21,Directory,index,32
Jun,11,05,2
11,05,05,1
05,05,09,2
05,09,2005,1
166,160,74,3
160,74,Directory,3
74,Directory,index,20
11,05,31,2
05,31,47,1
31,47,2005,7
47,2005,error,328
client,194,63,1
194,63,235,1
63,235,157,1
235,157,Directory,1
157,Directory,index,20
Jun,11,06,1
11,06,09,1
06,09,36,3
09,36,2005,4
166,160,57,2
160,57,Directory,2
57,Directory,index,26
Jun,11,07,1
11,07,06,1
07,06,50,1
06,50,2005,15
client,211,92,1
211,92,56,1
92,56,72,1
56,72,Directory,1
72,Directory,index,17
Jun,11,11,3
11,11,45,2
11,45,09,1
45,09,2005,3
error,client,64,1550
client,64,147,1
64,147,69,1
147,69,59,1
69,59,Invalid,1
59,Invalid,method,1
get,scripts,%c0%af,3
scripts,%c0%af,%c0%af,3
%c0%af,%c0%af,%c0%af,3
%c0%af,%c0%af,winnt,3
%c0%af,winnt,system32,3
11,11,46,1
11,46,25,3
46,25,2005,10
client,207,181,1
207,181,126,1
181,126,3,1
126,3,Invalid,1
3,Invalid,method,1
11,11,56,1
11,56,28,1
56,28,2005,3
28,2005,error,366
client,12,216,2
12,216,230,1
216,230,125,1
230,125,Invalid,1
125,Invalid,method,1
Jun,11,12,1
11,12,00,2
12,00,08,1
00,08,2005,4
client,202,118,7
202,118,167,7
118,167,71,7
167,71,Invalid,7
71,Invalid,method,7
get,scripts,root,12
scripts,root,exe?,12
root,exe?,c+dir,12
Jun,11,14,20
11,14,32,18
14,32,51,3
32,51,2005,10
error,client,212,1106
client,212,238,20
212,238,198,20
238,198,203,20
198,203,script,20
203,script,not,20
cgi,bin,openwebmail,49
14,32,52,10
32,52,2005,16
14,32,53,1
32,53,2005,4
14,32,54,3
32,54,2005,6
14,32,55,9
32,55,2005,13
14,32,56,2
32,56,2005,18
14,32,57,2
32,57,2005,2
14,32,58,2
32,58,2005,16
11,14,33,2
14,33,01,1
33,01,2005,7
14,33,02,1
33,02,2005,3
Jun,11,15,1
11,15,40,1
15,40,59,3
40,59,2005,6
client,66,57,2
66,57,17,1
57,17,62,1
17,62,Directory,1
62,Directory,index,19
Jun,11,17,2
11,17,04,2
17,04,42,1
04,42,2005,16
client,222,187,2
222,187,122,1
187,122,26,1
122,26,Directory,2
26,Directory,index,43
11,17,35,30
17,35,30,1
35,30,2005,1
Jun,11,18,1
11,18,27,1
18,27,33,3
27,33,2005,10
client,218,6,11
218,6,162,1
6,162,19,1
162,19,Directory,1
19,Directory,index,32
Jun,11,20,1
11,20,24,2
20,24,25,1
24,25,2005,3
client,218,106,277
218,106,115,2
106,115,25,2
115,25,Directory,2
25,Directory,index,32
Jun,11,21,9
11,21,20,9
21,20,03,1
20,03,2005,2
client,218,87,9
218,87,132,9
87,132,28,9
132,28,File,9
28,File,does,205
21,20,05,1
20,05,2005,2
21,20,09,1
20,09,2005,1
21,20,14,1
20,14,2005,3
21,20,15,4
20,15,2005,1
21,20,20,4
20,20,2005,4
21,20,22,2
20,22,2005,2
21,20,23,2
20,23,2005,3
21,20,25,7
20,25,2005,3
Jun,11,22,1
11,22,04,1
22,04,40,3
04,40,2005,16
40,2005,error,335
error,client,71,268
client,71,114,14
71,114,6,1
114,6,21,1
6,21,Directory,3
Jun,11,23,5
11,23,25,1
23,25,49,1
25,49,2005,8
error,client,220,497
client,220,228,15
220,228,80,1
228,80,199,1
80,199,Invalid,1
199,Invalid,method,1
11,23,26,1
23,26,20,1
26,20,2005,21
client,62,174,1
62,174,213,1
174,213,12,1
213,12,Directory,1
12,Directory,index,16
11,23,35,5
23,35,39,1
35,39,2005,13
client,61,53,7
61,53,165,1
53,165,241,1
165,241,Directory,2
241,Directory,index,40
11,23,37,6
23,37,52,1
37,52,2005,14
client,64,60,6
64,60,251,1
60,251,53,1
251,53,Invalid,1
53,Invalid,method,1
11,23,39,13
23,39,35,2
39,35,2005,6
35,2005,error,349
10,7,36,3
7,36,Directory,3
36,Directory,index,44
Sun,Jun,12,126
Jun,12,00,1
12,00,46,1
00,46,33,15
client,218,141,3
218,141,152,3
141,152,50,3
152,50,Directory,5
50,Directory,index,33
Jun,12,01,14
12,01,11,1
01,11,30,1
11,30,2005,1
client,65,16,3
65,16,115,2
16,115,18,2
115,18,Directory,2
12,01,23,6
01,23,39,1
23,39,2005,2
error,client,203,583
client,203,112,40
203,112,195,40
112,195,156,40
195,156,File,40
156,File,does,106
01,23,42,2
23,42,2005,2
01,23,45,1
23,45,2005,2
45,2005,error,292
01,23,48,7
23,48,2005,9
48,2005,error,351
01,23,52,1
23,52,2005,5
01,23,58,1
23,58,2005,3
12,01,24,7
01,24,02,1
24,02,2005,8
01,24,06,1
24,06,2005,8
01,24,13,1
24,13,2005,2
01,24,22,10
24,22,2005,5
01,24,26,2
24,26,2005,25
26,2005,error,339
01,24,53,1
24,53,2005,2
01,24,57,4
24,57,2005,18
Jun,12,02,1
12,02,50,3
02,50,29,1
50,29,2005,5
29,2005,error,420
Jun,12,03,1
12,03,51,2
03,51,30,1
51,30,2005,5
10,7,132,2
7,132,Directory,2
